paper_no,paper_key,title,year,field,field_hint,reported,value,unit,evidence_quote,in_retrieved_text,notes,batch
21,10.1103_physrevb.98.205425,Single-layer antiferromagnetic semiconductor CoS2 with pentagonal stru,2018,k_mesh,,y,,,,?,,2
21,10.1103_physrevb.98.205425,Single-layer antiferromagnetic semiconductor CoS2 with pentagonal stru,2018,cutoff,,y,,,,?,,2
21,10.1103_physrevb.98.205425,Single-layer antiferromagnetic semiconductor CoS2 with pentagonal stru,2018,force_threshold_ev_ang,,y,,,,?,,2
21,10.1103_physrevb.98.205425,Single-layer antiferromagnetic semiconductor CoS2 with pentagonal stru,2018,energy_threshold_ev,,n,,,,,,2
21,10.1103_physrevb.98.205425,Single-layer antiferromagnetic semiconductor CoS2 with pentagonal stru,2018,vacuum_spacing_ang,,y,,,,?,,2
21,10.1103_physrevb.98.205425,Single-layer antiferromagnetic semiconductor CoS2 with pentagonal stru,2018,basis_size,,n,,,,,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,code,,y,,,,?,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,xc_functional,,y,,,,?,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,pseudopotential_type,,y,,,,?,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,k_mesh,,y,,,,?,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,cutoff,,y,,,,?,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,force_threshold_ev_ang,,n,,,,,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,energy_threshold_ev,,n,,,,,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,vacuum_spacing_ang,,y,,,,?,,2
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transi,2016,basis_size,,n/a,,,,,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,code,,y,,,,?,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,xc_functional,,y,,,,?,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,pseudopotential_type,,y,,,,?,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,k_mesh,,y,,,,?,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,cutoff,,y,,,,?,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,force_threshold_ev_ang,,y,,,,?,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,energy_threshold_ev,,n,,,,,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,vacuum_spacing_ang,,y,,,,?,,2
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolay,2021,basis_size,,y,,,,?,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,code,,y,,,,?,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,xc_functional,,y,,,,?,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,pseudopotential_type,,y,,,,?,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,k_mesh,,y,,,,?,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,cutoff,,n,,,,,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,force_threshold_ev_ang,,y,,,,?,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,energy_threshold_ev,,y,,,,?,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,vacuum_spacing_ang,,y,,,,?,,2
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Struct,2023,basis_size,,n/a,,,,,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,code,,y,,,,?,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,xc_functional,,y,,,,?,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,pseudopotential_type,,n,,,,,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,k_mesh,,y,,,,?,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,cutoff,,n/a,,,,,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,force_threshold_ev_ang,,y,,,,?,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,energy_threshold_ev,,y,,,,?,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,vacuum_spacing_ang,,y,,,,?,,2
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecu,2018,basis_size,,n,,,,,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,code,,y,,,,?,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,xc_functional,,y,,,,?,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,pseudopotential_type,,y,,,,?,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,k_mesh,,y,,,,?,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,cutoff,,y,,,,?,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,force_threshold_ev_ang,,y,,,,?,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,energy_threshold_ev,,n,,,,,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,vacuum_spacing_ang,,n,,,,,,2
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode,2019,basis_size,,n,,,,,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,code,,y,,,,?,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,xc_functional,,y,,,,?,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,pseudopotential_type,,n,,,,,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,k_mesh,,y,,,,?,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,cutoff,,y,,,,?,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,force_threshold_ev_ang,,y,,,,?,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,energy_threshold_ev,,n,,,,,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,vacuum_spacing_ang,,y,,,,?,,2
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,basis_size,,n/a,,,,,,2
