paper_no,paper_key,title,year,field,field_hint,reported,value,unit,evidence_quote,notes
10,10.1038_s41535-025-00793-0,Altermagnetism and strain induced altermagnetic transition in Cairo pentagonal monolayer,2025,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not reported in main text
10,10.1038_s41535-025-00793-0,Altermagnetism and strain induced altermagnetic transition in Cairo pentagonal monolayer,2025,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,Plane-wave code (VASP)
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,SIESTA,,"All calculations were performed with the SIESTA software suite.27,28",
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,PBE,,"DFT calculations were carried out within the Generalized Gradient Approximation (GGA) scheme as proposed for Perdew, Burke, and Ernzerhof (GGA/PBE)21 along with the DZP22,23 basis set.",
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,Troullier-Martins,,Relativistic pseudopotentials parameterized within the Troullier-Martins formalism were also considered.24,Troullier-Martins norm-conserving pseudopotentials
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,k_mesh,e.g. 15x15x1; write as printed,y,21 x 21 x 3,,"For the bands and density of states calculations, Monkhorst pack grid of 21 x 21 x 3 was used.25",
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,200,Ry,A mesh cutoﬀof 200 Ry was chosen as a parameter for our calculations.26,Mesh cutoff for SIESTA
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,force_threshold_ev_ang,force convergence criterion,y,0.001,eV/ Å,The force criteria convergence was 0.001 eV/ Å.,
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,energy_threshold_ev,SCF / total-energy convergence criterion,y,0.00001,eV,"In order to establish a good compromise between the accuracy of our results and computational costs, the tolerance in the matrix density and total energy was set to 0.0001 and 0.00001 eV, respectively.",
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not reported
11,10.1038_s41598-020-64791-x,Tuning Penta-Graphene Electronic Properties Through Engineered Line Defects,2020,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",y,DZP,,"DFT calculations were carried out within the Generalized Gradient Approximation (GGA) scheme as proposed for Perdew, Burke, and Ernzerhof (GGA/PBE)21 along with the DZP22,23 basis set.",DZP basis set in SIESTA
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,"Our first-principles calculations were performed within the framework of density functional theory with a plane wave basis set as implemented in the Vienna ab initio simulation package (VASP)48,49.",
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,PBE,,"The exchange and correlation energy was described by the generalized gradient approximation with Perdew, Burke, and Ernzerhof (PBE) parameterization50.",
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,The projector augmented-wave (PAW) method was used49.,
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,k_mesh,e.g. 15x15x1; write as printed,y,15 × 15 × 1,,The Monkhorst-Pack k-mesh of 15 × 15 × 1 was applied to sample k points in the first Brillouin zone for integrating electronic properties51.,
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,400,eV,The cutoff energy for plane-wave basis set was chosen to be 400 eV.,
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,force_threshold_ev_ang,force convergence criterion,y,0.02,eV/Å,All the atoms were fully relaxed with force converge up to 0.02 eV/Å.,
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,energy_threshold_ev,SCF / total-energy convergence criterion,y,10−5,eV,The calculated total energy was converged to 10−5 eV.,
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,"The nanostructure of penta-BxNy was placed in xy plane of the supercell with a 15 Å vacuum in z direction, which is large enough to ignore the effects from its neighboring images.",
12,10.1038_srep31840,Penta-BxNy sheet: a density functional theory study of two-dimensional material,2016,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,Plane-wave code (VASP)
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,All of the calculations were carried out by using the Vienna ab initio Simulation Package (VASP)50 code based on the density functional theory (DFT).,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,PBE,,"The generalized gradient approximation with Perdew, Burke, and Ernzerhof (PBE)51 parameterization was used to describe the exchange-correction interaction among electrons, and the projector augmented wave psedopotential (PAW)52 method was adopted to deal with the ion-electron interaction.",
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,and the projector augmented wave psedopotential (PAW)52 method was adopted to deal with the ion-electron interaction.,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,k_mesh,e.g. 15x15x1; write as printed,y,15 × 15 × 1,,The Monkhorst-Pack scheme53 of a 15 × 15 × 1 Γ -centered k point mesh was applied for the structural optimizations and electronic structure studies.,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,400,eV,The cutoff energy for the plane-wave basis set was chosen to be 400 eV.,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,force_threshold_ev_ang,force convergence criterion,y,0.02,eV/Å,"All the atoms were fully relaxed with the energy and force convergences up to 10−5 eV and 0.02 eV/Å, respectively.",
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,energy_threshold_ev,SCF / total-energy convergence criterion,y,10−5,eV,"All the atoms were fully relaxed with the energy and force convergences up to 10−5 eV and 0.02 eV/Å, respectively.",
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,"We have put the sheet structure in the xy plane with its perpendicular direction as z axis, and a vacuum space of of 15 Å in z direction was adopt to minimize the interaction between the sheet structure and its neighboring periodic images.",
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,Plane-wave code (VASP)
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",n,,,,"Stub page (OSTI abstract/references only, no article body)"
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",n,,,,"Stub page (OSTI abstract/references only, no article body)"
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,"Stub page (OSTI abstract/references only, no article body)"
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,k_mesh,e.g. 15x15x1; write as printed,n,,,,"Stub page (OSTI abstract/references only, no article body)"
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",n,,,,"Stub page (OSTI abstract/references only, no article body)"
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,force_threshold_ev_ang,force convergence criterion,n,,,,"Stub page (OSTI abstract/references only, no article body)"
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,"Stub page (OSTI abstract/references only, no article body)"
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,"Stub page (OSTI abstract/references only, no article body)"
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n,,,,"Stub page (OSTI abstract/references only, no article body)"
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,In this study the ﬁrst-principles calculations were performed within the framework of density functional theory (DFT) by using the Vienna Ab initio Simulation Package (VASP) package.41–44,
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,PBE,,"The approach is based on an iterative solution of the Kohn-Sham equations45 with a plane-wave set adopted with the Perdew-Burke-Ernzerhof (PBE) exchange-correlation functional of the generalized gradient approximation (GGA).46,47",
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,Not reported in text
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,k_mesh,e.g. 15x15x1; write as printed,y,5 × 5 × 1,,Brillouin zone integration was performed by using a set of 5 × 5 × 1 Gamma-centered k-point sampling mesh.,"5x5x1 for relaxation, 15x15x1 for DOS/work function"
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,The energy cut-oﬀvalue for plane wave basis set was taken to be 500 eV.,
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,force_threshold_ev_ang,force convergence criterion,n,,,,Not reported (pressure < 1 kbar mentioned)
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,energy_threshold_ev,SCF / total-energy convergence criterion,y,10−5,eV,The global break condition for the electronic self consistent-loop was considered to be 10−5 eV.,
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not reported
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,Plane-wave code (VASP)
