paper_no,paper_key,title,year,field,field_hint,reported,value,unit,evidence_quote,notes
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,using the Vienna ab initio Simulation Package (VASP)[50] code,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,"generalized gradient approximation with Perdew, Burke, and Ernzerhof (PBE) parameterization",
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector augmented wave psedopotential (PAW)[52] method,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,k_mesh,e.g. 15x15x1; write as printed,y,15 x 15 x 1,,Monkhorst-Pack scheme[53] of a 15 x 15 x 1 Γ -centered k point mesh was applied,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,400,eV,The cutoff energy for the plane-wave basis set was chosen to be 400 eV.,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,force_threshold_ev_ang,force convergence criterion,y,0.02,eV/Å,"energy and force convergences up to 10^-5 eV and 0.02 eV/Å, respectively.",
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV,"energy and force convergences up to 10^-5 eV and 0.02 eV/Å, respectively.",
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,a vacuum space of of 15 Å in z direction was adopt,
13,10.1038_srep33060,Half-metallicity and ferromagnetism in penta-AlN2 nanostructure,2016,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP is a plane-wave code
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",n,,,,Full text missing from the txt file (only abstract and references provided).
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",n,,,,Full text missing from the txt file (only abstract and references provided).
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,Full text missing from the txt file (only abstract and references provided).
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,k_mesh,e.g. 15x15x1; write as printed,n,,,,Full text missing from the txt file (only abstract and references provided).
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",n,,,,Full text missing from the txt file (only abstract and references provided).
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,force_threshold_ev_ang,force convergence criterion,n,,,,Full text missing from the txt file (only abstract and references provided).
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Full text missing from the txt file (only abstract and references provided).
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Full text missing from the txt file (only abstract and references provided).
14,10.1039_c7nr06835b,Novel penta-graphene nanotubes: strain-induced structural and semiconductor–metal transiti,2017,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n,,,,Full text missing from the txt file (only abstract and references provided).
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,using the Vienna Ab initio Simulation Package (VASP) package.,
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,Perdew-Burke-Ernzerhof (PBE) exchange-correlation functional of the generalized gradient approximation (GGA).,
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,Not explicitly stated.
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,k_mesh,e.g. 15x15x1; write as printed,y,5 x 5 x 1,,Brillouin zone integration was performed by using a set of 5 x 5 x 1 Gamma-centered k-point sampling mesh.,
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,The energy cut-oﬀ value for plane wave basis set was taken to be 500 eV.,
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,force_threshold_ev_ang,force convergence criterion,n,,,,Not explicitly stated.
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV,The global break condition for the electronic self consistent-loop was considered to be 10^-5 eV.,
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated.
15,10.1063_1.4930086,"Pentagonal monolayer crystals of carbon, boron nitride, and silver azide",2015,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP is a plane-wave code
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,ABINIT,,All calculations in this work are carried out within the ab initio ABINIT package [14].,
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / RPBE,,using DFT-GGA by the “Revised Perdew–Burke–Ernzerhof” type (RPBE) functional [21],
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,Martins-Trouiller,,"Here, we apply Martins-Trouiller pseudopotential [23]",
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,k_mesh,e.g. 15x15x1; write as printed,y,18 x 18 x 1,,The Brillouin zone sampling k point mesh parameter is 18 18 1,
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,50,Hartree,the plane wave basis set is used with a cutoff energy of 50 Hartree,
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,force_threshold_ev_ang,force convergence criterion,n,,,,Not explicitly stated.
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,energy_threshold_ev,SCF / total-energy convergence criterion,y,1,meV/atom,which total energy converges to 1 meV/atom.,
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,10,Å,the vacuum along the z direction is taken to be 10Å,
16,10.1080_14686996.2016.1219970,Studying the electronic and phononic structure of penta-graphane,2016,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,ABINIT is a plane-wave code
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,"as implemented in the Vienna ab-initio simulation package (VASP) [23, 24].",
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,adopt the generalized gradient approximation (GGA) of Perdew-Burke-Ernzerhof parametrization [25].,
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,accurate projector augmented wave method [22],
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,k_mesh,e.g. 15x15x1; write as printed,y,18 × 18 × 1,,A k-point mesh of 18 × 18 × 1 is used in the Brillouin zone (BZ) integrations,
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,400,eV,A large plane-wave energy cutoﬀ of 400 eV is used,
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,force_threshold_ev_ang,force convergence criterion,n/a,,,"Thus, we use the experimental bulk structural parameters in the present calculations.","No geometry relaxation was performed, they used experimental structures."
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-6,eV,with the energy convergence up to 10−6 eV between the successive iterations.,
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,with the separations of neighboring slabs being at least 15 Å.,
17,10.1088_1367-2630_ac231c,Large bulk photovoltaic effect and second-harmonic generation in few-layer pentagonal semi,2021,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP is a plane-wave code
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,LMTO,,We used the linearized muﬃn-tin orbitals method (LMTO) [9],
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,LSDA / von Barth-Hedin,,von Barth-Hedin version of the exchange correlation potential [10],
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n/a,,,,LMTO is an all-electron method.
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,k_mesh,e.g. 15x15x1; write as printed,y,144,,The mesh of 144 k-points was used in the course of the self consistency.,Total number of k-points.
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",n/a,,,,LMTO is not a plane-wave method.
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,force_threshold_ev_ang,force convergence criterion,n/a,,,,"Experimental structure was used, no relaxation performed."
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated.
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n/a,,,,The material is a 3D bulk crystal.
18,10.1103_physrevb.88.054424,"<i>Ab initio</i>investigation of the exchange interactions in Bi<mml:math xmlns:mml=""http:",2013,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,LMTO is not an NAO code.
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,"FPLO, VASP",,"performed in the FPLO [49] and VASP [50, 51] codes.",
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,We chose the Perdew-Burke-Ernzerhof (PBE) ﬂavor of the exchange-correlation potential [48],
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,Not explicitly stated.
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,k_mesh,e.g. 15x15x1; write as printed,n,,,,Not explicitly stated.
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",n,,,,Not explicitly stated.
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,force_threshold_ev_ang,force convergence criterion,n,,,,Not explicitly stated.
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated.
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n/a,,,,The material is a 3D bulk crystal.
19,10.1103_physrevb.96.094420,"Spin-reorientation transitions in the Cairo pentagonal magnet <mml:math xmlns:mml=""http://",2017,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP is a plane-wave code
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,using the Vienna ab initio simulation package (VASP) [18-20].,
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE / HSE06,,A generalized gradient approximation (GGA) [24] in the form of Perdew-Burke-Ernzerhof (PBE) was employed for the structural optimization. [...] a hybrid functional in the form of Heyd-Scuseria-Ernzerhof (HSE06) [27] was also employed,
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,"The electron-ion interaction was described by a projector augmented wave (PAW) approach [22, 23].",
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,k_mesh,e.g. 15x15x1; write as printed,y,7 × 7 × 1,,The Brillouin zone (BZ) was sampled by using 7×7×1 k-point mesh in structural optimization,
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,600,eV,The energy cutoff of the plane-wave basis set [21] was 600 eV.,
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,force_threshold_ev_ang,force convergence criterion,y,10^-3,eV/Å,until the residual forces on each atom are smaller than 10-3 eV/Å.,
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-8,eV,The criterion for energy convergence is 10-8 eV/cell.,
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,30,Å,a large vacuum space of 30 Å was applied along the z-direction,
20,10.1103_physrevb.98.085437,"Electronic properties of a π-conjugated Cairo pentagonal lattice: Direct band gap, ultrahi",2018,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP is a plane-wave code
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,"Vienna Ab-initio Simulation Package (VASP, version 5.4.4)",
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,PBE / GGA,,Perdew-Burke-Ernzerhof (PBE) functional,
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector-augmented wave (PAW) method,
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,k_mesh,e.g. 15x15x1; write as printed,y,12 × 12 × 1,,a Γ-centered 12 × 12 × 1 k-point grid,
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,550,eV,kinetic cutoﬀ energy below 550 eV,
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,force_threshold_ev_ang,force convergence criterion,y,0.01,eV/Å,residual Hellman-Feynman forces are smaller than 0.01 eV/˚A.,
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated.
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,18.0,Å,vacuum spacing of the surface slab is set to 18.0 ˚A,
21,10.1103_physrevb.98.205425,"Single-layer antiferromagnetic semiconductor <mml:math xmlns:mml=""http://www.w3.org/1998/M",2018,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP is a plane-wave code
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Our electronic structure calculations were carried out using the Vienna Ab-initio Simulation Package (VASP),
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,PBE / GGA / DFT+vdW,,with the DFT+vdW approach [35] in conjunction with the Perdew-Burke-Ernzerhof exchange-correlation functional,
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,"Computational details were moved to the SI, which is not provided in the text."
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,k_mesh,e.g. 15x15x1; write as printed,n,,,,Not explicitly stated in the main text.
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",n,,,,Not explicitly stated in the main text.
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,force_threshold_ev_ang,force convergence criterion,n,,,,Not explicitly stated in the main text.
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated in the main text.
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated in the main text.
22,10.1103_physrevlett.116.025501,Two Dimensional Ice from First Principles: Structures and Phase Transitions,2016,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP is a plane-wave code
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,Quantum Espresso,,"We use Quantum Espresso (QE) [29], [30], a Density-functional theory (DFT) based tool, for electronic structure calculations",
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,The exchange correlation effect are approximated by the generalized gradient approximation (GGA) within the Perdew-Burke-Ernzerhof (PBE) formulation,
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,"The Projector Augmented Wave method (PAW) [31], [32] with a plane wave basis set is used for the DFT calculations.",
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,k_mesh,e.g. 15x15x1; write as printed,y,10 × 10 × 1,,The Brillouin zone is sampled using 10 × 10 × 1 Monkhorst-Pack grids [34].,
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,60,Ry,"The energy cutoffs for wave-functions and charge-density are set to 60 Ry and 600 Ry, respectively.",
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,force_threshold_ev_ang,force convergence criterion,y,10^-3,Ry/a.u.,until all components of forces are less than 10−3 Ry/a.u..,
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated.
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,30,Å,A 30 ˚A thick vacuum layer is used in simulations,
23,10.1109_ted.2021.3119552,Performance Investigation of p-FETs Based on Highly Air-Stable Monolayer Pentagonal PdSe<s,2021,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,QE is a plane-wave code
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,"density functional theory [27, 28] implemented in VASP [29–31]",
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,generalized gradient approximation with the Perdew–Burke–Ernzerhof parameterization [32],
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector augmented-wave method [33],
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,k_mesh,e.g. 15x15x1; write as printed,y,20 × 20 × 1,,on a 20 × 20 × 1 k-point grid,
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",n,,,,Not explicitly stated in the text.
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,force_threshold_ev_ang,force convergence criterion,y,0.05,eV/Å,until the maximum interatomic force became smaller than 0.05 eV/Å,
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV,and the energy spread became smaller than 10−5 eV,
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,A vacuum region no shorter than 15 Å was chosen in the nonperiodic direction.,
24,10.1134_s0021364023600283,Bonding Duality and Optoelectronic Properties of Bilayer Carbon Structures Based on the T1,2023,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP is a plane-wave code
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,Dmol3,,first-principles calculations based on DFT [23] as implemented in Dmol3 code [24],
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,LDA-PWC / PW91 / PBE,,the LDA-PWC was selected for the structural optimizations [...] calculated using the generalized gradient approximation (GGA) functionals with Perdew-Wang 1991 (PW91) and Perdew-Burke-Ernzerh (PBE),
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,Not explicitly stated in the text.
